"No.","Time","Source","Destination","Protocol","Length","Packet Type","Header Form","Connection Number","Stream index","Info"
"223","0.325654","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1560401 Win=1585664 Len=0"
"224","0.325672","7443","24207","TLSv1.3","16450","","","","","Application Data"
"225","0.325692","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1576807 Win=1569280 Len=0"
"226","0.325724","7443","24207","TLSv1.3","16450","","","","","Application Data"
"227","0.325746","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1593213 Win=1552896 Len=0"
"228","0.325764","7443","24207","TLSv1.3","16450","","","","","Application Data"
"229","0.325786","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1609619 Win=1536512 Len=0"
"230","0.325816","7443","24207","TLSv1.3","16450","","","","","Application Data"
"231","0.325837","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1626025 Win=1520128 Len=0"
"232","0.325855","7443","24207","TLSv1.3","16450","","","","","Application Data"
"233","0.325878","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1642431 Win=1503488 Len=0"
"234","0.325923","7443","24207","TLSv1.3","16450","","","","","Application Data"
"235","0.325951","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1658837 Win=1487104 Len=0"
"236","0.325982","7443","24207","TLSv1.3","16450","","","","","Application Data"
"237","0.326009","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1675243 Win=1470720 Len=0"
"238","0.326056","7443","24207","TLSv1.3","16450","","","","","Application Data"
"239","0.326087","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1691649 Win=1454336 Len=0"
"240","0.326108","7443","24207","TLSv1.3","16450","","","","","Application Data"
"241","0.326129","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1708055 Win=1437952 Len=0"
"242","0.326164","7443","24207","TLSv1.3","16450","","","","","Application Data"
"243","0.326185","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1724461 Win=1421568 Len=0"
"244","0.326203","7443","24207","TLSv1.3","16450","","","","","Application Data"
"245","0.326223","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1740867 Win=1405184 Len=0"
"246","0.326252","7443","24207","TLSv1.3","16450","","","","","Application Data"
"247","0.326274","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1757273 Win=1388800 Len=0"
"248","0.326292","7443","24207","TLSv1.3","16450","","","","","Application Data"
"249","0.326313","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1773679 Win=1372416 Len=0"
"250","0.326343","7443","24207","TLSv1.3","16450","","","","","Application Data"
"251","0.326364","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1790085 Win=1356032 Len=0"
"252","0.326382","7443","24207","TLSv1.3","16450","","","","","Application Data"
"253","0.326402","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1806491 Win=1339648 Len=0"
"254","0.326432","7443","24207","TLSv1.3","16450","","","","","Application Data"
"255","0.326452","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1822897 Win=1323264 Len=0"
"256","0.326474","7443","24207","TLSv1.3","16450","","","","","Application Data"
"257","0.326498","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1839303 Win=1306624 Len=0"
"258","0.326531","7443","24207","TLSv1.3","16450","","","","","Application Data"
"259","0.326552","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1855709 Win=1290240 Len=0"
"260","0.326570","7443","24207","TLSv1.3","16450","","","","","Application Data"
"261","0.326590","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1872115 Win=1273856 Len=0"
"262","0.326620","7443","24207","TLSv1.3","16450","","","","","Application Data"
"263","0.326642","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1888521 Win=1257472 Len=0"
"264","0.326659","7443","24207","TLSv1.3","16450","","","","","Application Data"
"265","0.326679","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1904927 Win=1241088 Len=0"
"266","0.326725","7443","24207","TLSv1.3","16450","","","","","Application Data"
"267","0.326748","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1921333 Win=1224704 Len=0"
"268","0.326766","7443","24207","TLSv1.3","16450","","","","","Application Data"
"269","0.326787","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1937739 Win=1208320 Len=0"
"270","0.326818","7443","24207","TLSv1.3","16450","","","","","Application Data"
"271","0.326838","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1954145 Win=1191936 Len=0"
"272","0.326856","7443","24207","TLSv1.3","16450","","","","","Application Data"
"273","0.326876","24207","7443","TCP","44","","","","","24207  >  7443 [ACK] Seq=691 Ack=1970551 Win=1175552 Len=0"
"274","0.326906","7443","24207","TLSv1.3","16450","","","","","Application Data"
